1001|18|1001-5000|5|0|
1002|4|10001+|3|0|
1003|10|10001+|1|1|
1004|7|10001+|4|3|
1005|3|5001-10000|0|1|
1006|8|5001-10000|1|3|
1007|12|501-1000|2|0|
1008|6|5001-10000|0|3|
1009|12|1001-5000|4|0|
1010|1|0-500|5|4|
1011|17|501-1000|5|1|
1012|9|5001-10000|3|4|
1013|6|10001+|1|0|
1014|12|501-1000|1|4|
1015|19|0-500|0|4|
1016|13|501-1000|0|4|
1017|18|0-500|3|0|
1018|1|5001-10000|1|0|
1019|7|5001-10000|2|2|
1020|10|5001-10000|2|2|
1021|9|10001+|5|0|
1022|10|0-500|1|1|
1023|18|10001+|0|3|
1024|3|1001-5000|4|0|
1025|13|10001+|3|3|
1026|3|1001-5000|5|1|
1027|17|5001-10000|3|2|
1028|11|501-1000|4|1|
1029|7|1001-5000|1|2|
1030|17|1001-5000|2|1|
1031|10|10001+|0|3|
1032|17|0-500|5|1|
1033|18|0-500|4|2|
1034|13|0-500|4|4|
1035|5|501-1000|5|0|
1036|5|501-1000|5|0|
1037|11|1001-5000|0|1|
1038|6|1001-5000|5|2|
1039|7|5001-10000|3|4|
1040|10|0-500|0|1|
1041|8|5001-10000|4|2|
1042|11|501-1000|0|3|
1043|16|501-1000|5|2|
1044|9|1001-5000|4|1|
1045|16|0-500|1|1|
1046|13|10001+|3|3|
1047|18|5001-10000|1|1|
1048|13|10001+|0|3|
1049|12|1001-5000|4|1|
1050|6|501-1000|1|1|
1051|5|1001-5000|5|2|
1052|4|0-500|4|1|
1053|12|10001+|2|1|
1054|8|0-500|3|2|
1055|1|501-1000|1|2|
1056|8|0-500|2|4|
1057|12|5001-10000|0|0|
1058|8|1001-5000|0|3|
1059|8|501-1000|5|1|
1060|8|1001-5000|4|2|
1061|12|10001+|0|0|
1062|6|10001+|5|1|
1063|16|5001-10000|2|2|
1064|8|0-500|2|1|
1065|9|1001-5000|3|0|
1066|1|5001-10000|5|1|
1067|16|1001-5000|0|4|
1068|5|501-1000|3|1|
1069|18|501-1000|4|0|
1070|2|1001-5000|0|0|
1071|13|10001+|5|0|
1072|13|5001-10000|1|4|
1073|19|1001-5000|0|4|
1074|12|501-1000|1|2|
1075|7|0-500|5|3|
1076|2|0-500|1|1|
1077|13|1001-5000|3|3|
1078|12|501-1000|2|4|
1079|19|1001-5000|3|4|
1080|20|5001-10000|0|1|
1081|16|1001-5000|2|0|
1082|20|5001-10000|1|2|
1083|11|5001-10000|1|3|
1084|3|5001-10000|0|3|
1085|3|10001+|5|2|
1086|8|5001-10000|3|3|
1087|13|5001-10000|0|0|
1088|16|10001+|2|1|
1089|6|501-1000|0|2|
1090|1|1001-5000|5|2|
1091|4|0-500|3|2|
1092|3|1001-5000|3|2|
1093|9|501-1000|3|2|
1094|2|501-1000|3|0|
1095|15|1001-5000|4|2|
1096|12|5001-10000|4|3|
1097|18|501-1000|2|3|
1098|3|501-1000|1|1|
1099|3|10001+|0|3|
1100|1|10001+|2|0|
1101|8|10001+|4|0|
1102|2|0-500|4|2|
1103|2|10001+|2|3|
1104|13|1001-5000|5|3|
1105|12|0-500|0|2|
1106|3|5001-10000|2|0|
1107|8|0-500|1|0|
1108|9|10001+|5|1|
1109|20|0-500|2|0|
1110|6|5001-10000|1|0|
1111|2|10001+|1|0|
1112|16|1001-5000|2|4|
1113|12|501-1000|4|3|
1114|18|0-500|3|1|
1115|18|0-500|2|3|
1116|13|1001-5000|0|4|
1117|20|10001+|3|1|
1118|19|5001-10000|3|4|
1119|2|1001-5000|3|2|
1120|17|1001-5000|4|4|
1121|2|1001-5000|4|3|
1122|19|501-1000|3|0|
1123|12|5001-10000|0|1|
1124|13|1001-5000|4|2|
1125|19|1001-5000|3|3|
1126|20|10001+|1|0|
1127|12|0-500|4|1|
1128|2|0-500|3|2|
1129|19|501-1000|5|3|
1130|4|1001-5000|1|2|
1131|20|0-500|1|1|
1132|7|10001+|2|4|
1133|11|501-1000|5|4|
1134|2|0-500|3|0|
1135|18|0-500|4|3|
1136|16|1001-5000|1|0|
1137|6|501-1000|1|0|
1138|10|10001+|0|3|
1139|9|501-1000|2|2|
1140|3|1001-5000|3|2|
1141|15|0-500|1|2|
1142|1|1001-5000|3|2|
1143|19|0-500|5|1|
1144|10|1001-5000|4|2|
1145|20|1001-5000|1|0|
1146|18|1001-5000|1|4|
1147|4|0-500|5|1|
1148|1|0-500|2|0|
1149|9|501-1000|4|2|
1150|17|501-1000|1|3|
1151|18|10001+|0|1|
1152|10|10001+|4|1|
1153|16|0-500|4|1|
1154|7|1001-5000|3|3|
1155|20|0-500|0|1|
1156|13|1001-5000|0|4|
1157|7|501-1000|0|3|
1158|17|501-1000|3|1|
1159|14|10001+|3|4|
1160|14|1001-5000|5|1|
1161|5|0-500|3|2|
1162|13|5001-10000|5|1|
1163|9|5001-10000|2|1|
1164|2|0-500|3|4|
1165|20|10001+|2|0|
1166|5|10001+|3|0|
1167|13|10001+|2|2|
1168|2|0-500|4|2|
1169|14|5001-10000|4|4|
1170|2|1001-5000|3|3|
1171|8|5001-10000|2|2|
1172|14|0-500|5|4|
1173|3|501-1000|4|2|
1174|18|10001+|1|1|
1175|3|1001-5000|0|0|
1176|19|10001+|3|4|
1177|1|501-1000|1|2|
1178|18|501-1000|2|3|
1179|19|0-500|3|4|
1180|13|10001+|0|4|
1181|8|501-1000|1|2|
1182|13|0-500|3|1|
1183|9|10001+|2|0|
1184|14|0-500|1|4|
1185|5|501-1000|3|2|
1186|3|10001+|5|3|
1187|11|1001-5000|3|2|
1188|14|5001-10000|5|0|
1189|7|5001-10000|4|4|
1190|7|1001-5000|5|4|
1191|2|501-1000|4|0|
1192|2|1001-5000|0|3|
1193|19|0-500|3|1|
1194|3|10001+|1|1|
1195|17|0-500|2|4|
1196|1|0-500|5|3|
1197|3|501-1000|4|0|
1198|9|5001-10000|2|1|
1199|18|10001+|2|3|
1200|14|10001+|4|0|
1201|18|501-1000|1|2|
1202|9|10001+|1|3|
1203|16|0-500|3|4|
1204|19|1001-5000|5|2|
1205|20|5001-10000|3|2|
1206|6|501-1000|2|4|
1207|11|1001-5000|3|0|
1208|4|5001-10000|3|3|
1209|9|1001-5000|1|2|
1210|15|10001+|4|4|
1211|17|5001-10000|1|2|
1212|17|501-1000|3|1|
1213|4|5001-10000|1|0|
1214|15|1001-5000|1|3|
1215|8|0-500|3|0|
1216|20|10001+|0|3|
1217|6|10001+|1|4|
1218|18|10001+|1|1|
1219|19|0-500|2|3|
1220|18|5001-10000|4|4|
1221|9|0-500|2|3|
1222|20|501-1000|1|3|
1223|20|5001-10000|4|3|
1224|18|0-500|4|3|
1225|7|501-1000|1|1|
1226|11|0-500|0|4|
1227|13|1001-5000|3|1|
1228|2|501-1000|1|2|
1229|2|501-1000|4|2|
1230|7|501-1000|2|4|
1231|19|0-500|5|0|
1232|3|0-500|0|0|
1233|13|501-1000|2|1|
1234|16|5001-10000|0|0|
1235|14|10001+|1|3|
1236|4|0-500|2|4|
1237|19|1001-5000|5|3|
1238|13|1001-5000|2|1|
1239|9|10001+|2|4|
1240|19|5001-10000|1|3|
1241|16|5001-10000|4|3|
1242|18|5001-10000|3|0|
1243|8|10001+|2|3|
1244|18|0-500|2|0|
1245|12|0-500|5|2|
1246|6|10001+|4|1|
1247|7|501-1000|4|4|
1248|9|10001+|5|1|
1249|14|501-1000|3|3|
1250|15|10001+|1|0|
1251|4|5001-10000|5|1|
1252|2|5001-10000|4|1|
1253|16|5001-10000|0|0|
1254|11|501-1000|0|1|
1255|13|0-500|4|1|
1256|12|5001-10000|2|2|
1257|4|10001+|1|3|
1258|5|5001-10000|5|3|
1259|16|10001+|5|1|
1260|2|5001-10000|5|0|
1261|19|1001-5000|0|2|
1262|2|1001-5000|1|2|
1263|1|501-1000|0|1|
1264|13|5001-10000|5|1|
1265|6|5001-10000|2|2|
1266|9|0-500|5|0|
1267|15|501-1000|1|2|
1268|13|0-500|1|1|
1269|17|1001-5000|5|3|
1270|4|1001-5000|2|4|
1271|17|5001-10000|3|1|
1272|9|0-500|2|4|
1273|15|5001-10000|3|2|
1274|1|501-1000|0|0|
1275|19|5001-10000|0|3|
1276|10|10001+|1|2|
1277|12|10001+|4|0|
1278|13|5001-10000|2|4|
1279|8|5001-10000|3|0|
1280|1|10001+|5|0|
1281|8|10001+|3|2|
1282|14|5001-10000|3|1|
1283|2|10001+|2|4|
1284|2|0-500|4|1|
1285|3|1001-5000|0|2|
1286|16|0-500|1|2|
1287|9|0-500|2|1|
1288|14|1001-5000|4|3|
1289|12|10001+|3|4|
1290|4|5001-10000|2|4|
1291|17|1001-5000|2|0|
1292|4|501-1000|2|3|
1293|4|501-1000|4|3|
1294|15|10001+|2|1|
1295|3|0-500|1|4|
1296|6|0-500|4|1|
1297|13|501-1000|2|2|
1298|1|10001+|2|3|
1299|20|1001-5000|3|2|
1300|9|501-1000|0|3|
1301|8|10001+|3|4|
1302|13|501-1000|0|1|
1303|1|10001+|0|2|
1304|18|10001+|3|3|
1305|12|0-500|0|4|
1306|9|0-500|4|1|
1307|5|0-500|0|0|
1308|7|10001+|2|0|
1309|2|0-500|2|3|
1310|7|0-500|4|3|
1311|20|1001-5000|3|0|
1312|12|0-500|0|3|
1313|17|1001-5000|4|3|
1314|14|501-1000|3|2|
1315|17|5001-10000|3|1|
1316|8|5001-10000|3|4|
1317|19|0-500|2|1|
1318|8|10001+|4|2|
1319|11|1001-5000|4|1|
1320|10|0-500|2|4|
1321|7|1001-5000|2|0|
1322|15|5001-10000|5|3|
1323|20|5001-10000|1|1|
1324|3|0-500|5|2|
1325|11|501-1000|5|0|
1326|10|501-1000|2|4|
1327|16|0-500|0|3|
1328|12|1001-5000|2|1|
1329|4|10001+|0|0|
1330|2|5001-10000|5|0|
1331|5|10001+|5|0|
1332|4|5001-10000|5|0|
1333|1|5001-10000|3|4|
1334|3|501-1000|4|0|
1335|5|5001-10000|3|0|
1336|9|501-1000|4|0|
1337|20|0-500|0|2|
1338|6|5001-10000|0|0|
1339|9|0-500|5|2|
1340|7|10001+|2|3|
1341|14|0-500|2|0|
1342|2|1001-5000|2|2|
1343|5|5001-10000|5|2|
1344|6|1001-5000|5|4|
1345|13|5001-10000|5|3|
1346|13|1001-5000|3|3|
1347|17|5001-10000|4|1|
1348|17|5001-10000|5|3|
1349|3|1001-5000|0|2|
1350|13|501-1000|4|0|
1351|11|10001+|0|4|
1352|1|501-1000|0|1|
1353|16|1001-5000|3|4|
1354|2|10001+|1|4|
1355|14|5001-10000|0|4|
1356|19|501-1000|0|4|
1357|12|1001-5000|4|1|
1358|2|1001-5000|5|3|
1359|17|5001-10000|2|1|
1360|5|1001-5000|3|1|
1361|2|1001-5000|3|2|
1362|10|1001-5000|4|1|
1363|20|501-1000|1|2|
1364|16|5001-10000|4|4|
1365|6|0-500|3|4|
1366|13|501-1000|2|4|
1367|11|10001+|4|2|
1368|13|1001-5000|2|3|
1369|8|5001-10000|2|1|
1370|17|1001-5000|5|2|
1371|2|1001-5000|2|0|
1372|3|0-500|4|2|
1373|15|501-1000|5|1|
1374|2|10001+|2|3|
1375|16|1001-5000|4|3|
1376|9|1001-5000|1|0|
1377|9|501-1000|2|4|
1378|14|1001-5000|2|0|
1379|2|10001+|0|1|
1380|10|1001-5000|2|3|
1381|8|501-1000|5|1|
1382|10|0-500|3|4|
1383|16|501-1000|4|2|
1384|17|501-1000|5|3|
1385|7|501-1000|4|3|
1386|5|501-1000|5|0|
1387|9|0-500|4|1|
1388|2|0-500|1|3|
1389|10|10001+|4|0|
1390|11|1001-5000|1|1|
1391|4|0-500|3|1|
1392|6|501-1000|1|0|
1393|3|501-1000|5|2|
1394|2|1001-5000|0|4|
1395|1|10001+|4|2|
1396|12|0-500|1|1|
1397|7|10001+|0|3|
1398|10|0-500|0|4|
1399|3|10001+|1|1|
1400|13|501-1000|2|4|
1401|4|1001-5000|0|4|
1402|20|0-500|0|0|
1403|6|5001-10000|2|2|
1404|20|10001+|2|2|
1405|15|5001-10000|1|2|
1406|19|501-1000|2|0|
1407|6|501-1000|5|4|
1408|4|10001+|4|1|
1409|15|501-1000|2|4|
1410|7|5001-10000|0|4|
1411|5|1001-5000|5|2|
1412|17|501-1000|1|3|
1413|10|0-500|3|3|
1414|9|1001-5000|5|2|
1415|12|0-500|5|2|
1416|16|5001-10000|1|4|
1417|4|10001+|2|0|
1418|6|10001+|4|2|
1419|14|1001-5000|2|4|
1420|20|501-1000|5|0|
1421|5|0-500|4|0|
1422|2|501-1000|0|2|
1423|6|10001+|4|0|
1424|15|0-500|5|1|
1425|20|501-1000|0|2|
1426|19|0-500|5|3|
1427|7|1001-5000|2|4|
1428|18|1001-5000|3|3|
1429|2|0-500|4|3|
1430|16|501-1000|5|4|
1431|1|0-500|0|0|
1432|13|0-500|2|4|
1433|17|10001+|4|0|
1434|19|10001+|4|1|
1435|16|501-1000|1|1|
1436|1|501-1000|5|4|
1437|19|10001+|2|1|
1438|9|5001-10000|0|3|
1439|8|0-500|0|3|
1440|4|1001-5000|0|4|
1441|8|0-500|3|3|
1442|7|10001+|2|2|
1443|1|1001-5000|1|4|
1444|13|501-1000|4|3|
1445|12|10001+|3|0|
1446|6|5001-10000|3|0|
1447|6|5001-10000|3|1|
1448|13|1001-5000|3|1|
1449|15|0-500|1|2|
1450|7|0-500|3|4|
1451|19|5001-10000|1|4|
1452|7|501-1000|4|3|
1453|10|1001-5000|0|1|
1454|3|5001-10000|1|1|
1455|10|10001+|0|0|
1456|13|501-1000|0|3|
1457|6|5001-10000|3|1|
1458|3|5001-10000|1|3|
1459|2|501-1000|0|1|
1460|16|5001-10000|2|2|
1461|11|10001+|4|3|
1462|4|1001-5000|5|1|
1463|4|0-500|1|2|
1464|8|5001-10000|0|1|
1465|4|501-1000|4|4|
1466|2|10001+|0|2|
1467|5|10001+|0|1|
1468|12|1001-5000|0|4|
1469|2|1001-5000|0|4|
1470|9|5001-10000|4|4|
1471|8|5001-10000|0|1|
1472|9|501-1000|4|4|
1473|5|1001-5000|1|4|
1474|17|501-1000|3|1|
1475|10|0-500|1|0|
1476|11|5001-10000|0|1|
1477|15|10001+|4|0|
1478|14|5001-10000|4|3|
1479|15|1001-5000|5|3|
1480|17|501-1000|0|4|
1481|9|5001-10000|5|3|
1482|19|501-1000|1|2|
1483|19|10001+|2|0|
1484|12|0-500|4|1|
1485|4|501-1000|4|2|
1486|13|1001-5000|3|3|
1487|11|10001+|2|0|
1488|17|5001-10000|3|4|
1489|18|5001-10000|5|2|
1490|6|10001+|0|4|
1491|14|5001-10000|1|1|
1492|2|1001-5000|2|1|
1493|14|1001-5000|5|1|
1494|1|501-1000|3|4|
1495|9|501-1000|2|4|
1496|3|501-1000|0|4|
1497|13|10001+|0|1|
1498|9|501-1000|0|0|
1499|15|0-500|4|3|
1500|7|501-1000|2|1|
1501|5|501-1000|4|2|
1502|19|0-500|0|2|
1503|2|501-1000|3|1|
1504|14|5001-10000|2|1|
1505|7|0-500|2|1|
1506|4|10001+|0|0|
1507|3|5001-10000|1|1|
1508|3|0-500|1|2|
1509|3|5001-10000|2|0|
1510|7|501-1000|5|2|
1511|6|0-500|1|2|
1512|13|1001-5000|3|1|
1513|2|1001-5000|5|2|
1514|8|501-1000|1|1|
1515|10|1001-5000|5|3|
1516|20|501-1000|5|1|
1517|12|1001-5000|0|2|
1518|2|5001-10000|5|2|
1519|10|5001-10000|3|2|
1520|19|5001-10000|2|1|
1521|7|10001+|5|3|
1522|15|1001-5000|2|1|
1523|16|0-500|1|2|
1524|9|5001-10000|2|0|
1525|18|10001+|5|0|
1526|12|501-1000|4|1|
1527|7|1001-5000|3|1|
1528|4|0-500|4|0|
1529|17|10001+|4|0|
1530|19|0-500|1|0|
1531|8|10001+|0|1|
1532|6|1001-5000|2|3|
1533|5|501-1000|3|4|
1534|5|10001+|5|0|
1535|7|0-500|3|4|
1536|11|1001-5000|5|4|
1537|3|0-500|0|3|
1538|17|10001+|2|3|
1539|7|0-500|0|1|
1540|4|10001+|0|1|
1541|5|1001-5000|0|4|
1542|3|5001-10000|4|2|
1543|7|5001-10000|2|3|
1544|9|501-1000|1|0|
1545|4|5001-10000|0|0|
1546|4|1001-5000|1|0|
1547|4|0-500|5|3|
1548|16|501-1000|5|0|
1549|10|1001-5000|5|1|
1550|12|10001+|1|4|
1551|12|5001-10000|5|0|
1552|3|10001+|3|4|
1553|4|5001-10000|4|4|
1554|15|501-1000|0|2|
1555|18|1001-5000|3|4|
1556|18|5001-10000|1|0|
1557|19|1001-5000|5|3|
1558|12|0-500|4|0|
1559|16|501-1000|0|3|
1560|13|1001-5000|5|2|
1561|19|10001+|2|3|
1562|11|1001-5000|4|0|
1563|8|0-500|0|3|
1564|14|1001-5000|0|2|
1565|10|0-500|2|3|
1566|2|0-500|2|0|
1567|18|1001-5000|5|2|
1568|7|1001-5000|0|4|
1569|3|10001+|2|3|
1570|10|1001-5000|2|0|
1571|3|5001-10000|4|2|
1572|6|5001-10000|2|4|
1573|14|5001-10000|3|2|
1574|4|10001+|3|0|
1575|1|5001-10000|0|0|
1576|10|501-1000|3|1|
1577|16|10001+|1|3|
1578|4|5001-10000|2|2|
1579|6|0-500|5|1|
1580|11|1001-5000|5|4|
1581|7|501-1000|5|4|
1582|16|501-1000|5|0|
1583|15|5001-10000|4|0|
1584|19|5001-10000|4|3|
1585|16|5001-10000|5|1|
1586|9|5001-10000|4|3|
1587|6|10001+|1|1|
1588|1|501-1000|4|0|
1589|11|5001-10000|3|4|
1590|7|501-1000|1|3|
1591|7|1001-5000|4|4|
1592|20|5001-10000|3|1|
1593|1|0-500|3|3|
1594|10|501-1000|0|4|
1595|15|0-500|5|0|
1596|4|501-1000|5|2|
1597|18|5001-10000|4|1|
1598|9|501-1000|3|4|
1599|2|10001+|0|1|
1600|15|10001+|3|1|
1601|2|0-500|1|1|
1602|18|501-1000|0|1|
1603|7|0-500|5|0|
1604|17|1001-5000|0|4|
1605|14|10001+|1|0|
1606|8|501-1000|4|0|
1607|15|501-1000|1|2|
1608|19|10001+|0|2|
1609|2|0-500|1|1|
1610|1|5001-10000|4|1|
1611|15|10001+|5|0|
1612|9|501-1000|1|2|
1613|8|0-500|0|2|
1614|3|501-1000|5|3|
1615|17|5001-10000|3|2|
1616|2|1001-5000|5|3|
1617|13|10001+|3|0|
1618|4|10001+|4|4|
1619|10|10001+|1|0|
1620|18|1001-5000|3|3|
1621|19|1001-5000|0|0|
1622|16|501-1000|2|1|
1623|3|1001-5000|2|2|
1624|14|10001+|3|2|
1625|13|0-500|2|2|
1626|17|5001-10000|5|1|
1627|19|5001-10000|1|4|
1628|3|0-500|0|1|
1629|9|1001-5000|1|2|
1630|3|0-500|3|2|
1631|8|501-1000|2|2|
1632|15|501-1000|5|0|
1633|4|501-1000|1|3|
1634|3|5001-10000|3|4|
1635|6|0-500|3|2|
1636|11|1001-5000|3|2|
1637|1|5001-10000|2|1|
1638|1|501-1000|1|2|
1639|20|0-500|3|4|
1640|17|10001+|4|1|
1641|4|1001-5000|2|3|
1642|7|5001-10000|5|2|
1643|4|10001+|3|2|
1644|5|501-1000|5|0|
1645|17|5001-10000|5|0|
1646|1|10001+|1|0|
1647|11|1001-5000|0|3|
1648|15|5001-10000|2|1|
1649|20|1001-5000|0|0|
1650|14|10001+|1|2|
1651|13|5001-10000|2|1|
1652|10|10001+|3|2|
1653|11|5001-10000|5|0|
1654|14|0-500|0|3|
1655|3|501-1000|3|4|
1656|3|5001-10000|5|0|
1657|9|501-1000|5|0|
1658|7|5001-10000|3|3|
1659|2|1001-5000|3|3|
1660|11|5001-10000|1|1|
1661|3|5001-10000|0|0|
1662|5|0-500|1|1|
1663|17|10001+|3|4|
1664|15|5001-10000|2|2|
1665|2|10001+|0|0|
1666|1|0-500|2|0|
1667|10|10001+|3|4|
1668|3|5001-10000|2|3|
1669|6|5001-10000|0|2|
1670|11|501-1000|4|0|
1671|5|1001-5000|5|0|
1672|16|0-500|4|0|
1673|5|10001+|1|2|
1674|19|5001-10000|2|0|
1675|9|0-500|0|4|
1676|18|10001+|1|2|
1677|20|5001-10000|2|4|
1678|20|501-1000|1|2|
1679|4|501-1000|3|0|
1680|18|10001+|1|1|
1681|13|5001-10000|2|1|
1682|4|1001-5000|2|3|
1683|8|0-500|3|4|
1684|13|1001-5000|3|4|
1685|17|0-500|4|0|
1686|7|501-1000|2|2|
1687|6|5001-10000|2|3|
1688|9|5001-10000|0|3|
1689|14|5001-10000|4|0|
1690|2|501-1000|0|2|
1691|20|1001-5000|3|4|
1692|18|0-500|2|4|
1693|3|5001-10000|3|1|
1694|11|501-1000|0|0|
1695|1|1001-5000|0|3|
1696|14|5001-10000|1|0|
1697|10|5001-10000|3|0|
1698|16|1001-5000|5|4|
1699|15|10001+|3|2|
1700|9|10001+|2|1|
1701|20|1001-5000|5|0|
1702|8|0-500|4|1|
1703|20|10001+|3|2|
1704|4|501-1000|5|4|
1705|11|5001-10000|0|0|
1706|20|1001-5000|4|3|
1707|16|10001+|0|2|
1708|10|10001+|0|3|
1709|5|10001+|2|0|
1710|17|501-1000|0|4|
1711|14|1001-5000|3|0|
1712|20|1001-5000|1|1|
1713|13|1001-5000|0|4|
1714|9|5001-10000|1|2|
1715|2|501-1000|1|3|
1716|14|501-1000|4|3|
1717|20|10001+|5|0|
1718|14|10001+|5|0|
1719|5|5001-10000|0|0|
1720|17|0-500|3|3|
1721|5|10001+|4|3|
1722|14|10001+|3|2|
1723|10|5001-10000|0|1|
1724|16|5001-10000|5|3|
1725|2|5001-10000|3|0|
1726|20|0-500|5|0|
1727|15|1001-5000|3|0|
1728|15|10001+|4|4|
1729|9|0-500|2|1|
1730|20|501-1000|2|1|
1731|17|5001-10000|5|4|
1732|14|1001-5000|2|1|
1733|5|10001+|4|0|
1734|14|0-500|0|3|
1735|16|10001+|1|3|
1736|20|501-1000|2|3|
1737|12|0-500|4|4|
1738|9|501-1000|0|0|
1739|5|10001+|3|2|
1740|18|0-500|5|2|
1741|19|1001-5000|3|4|
1742|7|501-1000|2|2|
1743|9|10001+|4|3|
1744|16|0-500|1|0|
1745|4|5001-10000|1|2|
1746|17|0-500|1|1|
1747|5|0-500|2|1|
1748|17|5001-10000|5|0|
1749|17|10001+|5|3|
1750|1|501-1000|0|3|
1751|3|10001+|2|1|
1752|17|501-1000|4|1|
1753|13|5001-10000|1|1|
1754|9|1001-5000|4|3|
1755|11|10001+|3|0|
1756|8|1001-5000|0|1|
1757|6|501-1000|3|2|
1758|15|501-1000|1|3|
1759|9|0-500|5|1|
1760|7|1001-5000|1|3|
1761|2|10001+|1|4|
1762|1|1001-5000|1|1|
1763|6|0-500|2|2|
1764|20|5001-10000|0|3|
1765|8|5001-10000|4|2|
1766|10|501-1000|1|4|
1767|4|501-1000|1|3|
1768|7|0-500|2|0|
1769|16|1001-5000|2|2|
1770|12|501-1000|3|2|
1771|4|1001-5000|1|0|
1772|5|10001+|3|2|
1773|10|10001+|0|3|
1774|7|0-500|4|3|
1775|13|501-1000|1|0|
1776|8|10001+|5|0|
1777|14|5001-10000|1|4|
1778|9|0-500|4|0|
1779|3|5001-10000|0|4|
1780|16|501-1000|4|0|
1781|19|5001-10000|0|3|
1782|15|0-500|2|4|
1783|15|5001-10000|2|2|
1784|18|0-500|4|1|
1785|16|501-1000|4|0|
1786|15|5001-10000|1|0|
1787|17|0-500|5|3|
1788|4|1001-5000|0|1|
1789|18|5001-10000|5|0|
1790|8|501-1000|4|0|
1791|16|10001+|4|2|
1792|14|10001+|1|1|
1793|16|1001-5000|3|2|
1794|16|5001-10000|2|3|
1795|6|0-500|1|0|
1796|13|10001+|1|3|
1797|15|0-500|1|0|
1798|13|10001+|5|3|
1799|16|5001-10000|3|3|
1800|9|501-1000|0|4|
1801|1|1001-5000|3|4|
1802|1|5001-10000|0|0|
1803|8|10001+|3|3|
1804|1|501-1000|0|4|
1805|19|501-1000|0|0|
1806|15|10001+|3|2|
1807|19|0-500|1|2|
1808|14|10001+|1|1|
1809|19|0-500|3|2|
1810|9|10001+|3|0|
1811|8|10001+|3|2|
1812|12|5001-10000|1|2|
1813|16|501-1000|0|3|
1814|13|0-500|0|4|
1815|16|10001+|2|1|
1816|15|501-1000|3|0|
1817|18|10001+|4|4|
1818|4|0-500|4|4|
1819|1|1001-5000|5|1|
1820|6|5001-10000|2|1|
1821|5|10001+|1|4|
1822|9|5001-10000|5|3|
1823|19|1001-5000|2|1|
1824|6|1001-5000|5|0|
1825|1|0-500|0|4|
1826|7|0-500|4|2|
1827|5|10001+|1|0|
1828|11|0-500|0|1|
1829|9|10001+|3|2|
1830|19|1001-5000|3|1|
1831|11|5001-10000|1|2|
1832|19|5001-10000|1|0|
1833|20|0-500|1|1|
1834|15|10001+|5|4|
1835|20|0-500|0|1|
1836|9|501-1000|3|2|
1837|19|501-1000|3|3|
1838|5|5001-10000|1|4|
1839|8|0-500|3|0|
1840|9|1001-5000|5|0|
1841|2|1001-5000|1|2|
1842|13|501-1000|1|1|
1843|14|10001+|5|1|
1844|4|10001+|5|0|
1845|5|0-500|3|2|
1846|11|501-1000|5|0|
1847|4|1001-5000|0|0|
1848|14|5001-10000|0|4|
1849|14|501-1000|0|2|
1850|16|1001-5000|4|1|
1851|20|501-1000|4|4|
1852|8|501-1000|2|0|
1853|11|5001-10000|4|3|
1854|18|1001-5000|0|0|
1855|18|5001-10000|3|0|
1856|11|1001-5000|4|2|
1857|6|501-1000|0|3|
1858|5|1001-5000|3|4|
1859|8|1001-5000|5|3|
1860|7|0-500|5|1|
1861|1|5001-10000|2|0|
1862|12|5001-10000|0|4|
1863|17|1001-5000|2|2|
1864|13|5001-10000|3|4|
1865|6|0-500|4|2|
1866|4|1001-5000|5|0|
1867|11|501-1000|4|2|
1868|12|501-1000|1|1|
1869|16|5001-10000|1|0|
1870|1|501-1000|5|4|
1871|4|0-500|0|1|
1872|7|0-500|0|0|
1873|10|501-1000|1|1|
1874|7|1001-5000|3|1|
1875|19|10001+|4|1|
1876|14|5001-10000|0|0|
1877|20|10001+|4|0|
1878|19|501-1000|1|1|
1879|14|0-500|4|1|
1880|19|5001-10000|1|1|
1881|6|10001+|5|0|
1882|2|1001-5000|4|2|
1883|3|10001+|2|0|
1884|12|10001+|2|0|
1885|17|5001-10000|4|1|
1886|10|0-500|3|4|
1887|10|10001+|0|0|
1888|3|0-500|2|2|
1889|19|501-1000|3|4|
1890|4|0-500|4|4|
1891|1|0-500|1|1|
1892|2|10001+|5|1|
1893|10|501-1000|3|2|
1894|11|501-1000|4|0|
1895|15|501-1000|3|4|
1896|13|5001-10000|4|2|
1897|6|1001-5000|2|1|
1898|20|5001-10000|0|1|
1899|5|1001-5000|4|4|
1900|2|501-1000|2|1|
1901|7|5001-10000|1|2|
1902|15|0-500|3|4|
1903|15|0-500|2|4|
1904|13|501-1000|3|4|
1905|16|1001-5000|0|3|
1906|3|1001-5000|2|1|
1907|20|1001-5000|3|2|
1908|19|10001+|4|1|
1909|18|1001-5000|5|2|
1910|15|501-1000|4|0|
1911|2|1001-5000|1|4|
1912|10|501-1000|2|4|
1913|7|501-1000|5|3|
1914|2|1001-5000|1|3|
1915|17|1001-5000|4|4|
1916|17|501-1000|1|4|
1917|15|501-1000|2|0|
1918|20|1001-5000|1|0|
1919|9|5001-10000|2|3|
1920|5|1001-5000|1|1|
1921|5|501-1000|4|4|
1922|15|10001+|3|0|
1923|15|1001-5000|3|1|
1924|2|1001-5000|3|1|
1925|8|501-1000|2|1|
1926|16|501-1000|5|0|
1927|8|10001+|1|1|
1928|16|501-1000|0|4|
1929|11|1001-5000|2|2|
1930|18|501-1000|1|3|
1931|6|501-1000|2|3|
1932|14|10001+|1|1|
